,Injection Temp (Celsius),Growth Temp (Celsius),Metal_amount (g),Metal_mmol (mmol),Metal_concentration (mmol/g),Chalcogen_amount (g),Chalcogen_mmol (mmol),Chalcogen_concentration (mmol/g),Metal/Se_ratio,CA_amount (g),CA_mmol (mmol),Cd/CA_ratio,Amines_amount (g),Amines_mmol (mmol),Phosphines_amount (g),Phosphines_mmol (mmol),Chalcogen/Ph_ratio,S_I_amount (g),S_II_amount (g),Total_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihtdrate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,Diameter_nm,Absorbance max (nm),PL max (nm)
0,0.7597331544066269,1.1051027856266395,-0.21761576984813696,-0.43748622044284124,-0.39494796945459143,-0.24818986858464856,-0.24377919964648492,-0.16045685747883065,-1.0183153611206794,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.3728414199567631,-0.4161124063127439,-0.18776797223331293,-0.16545491887949929,-0.18337622783758273,-0.1233601317110687,-0.3020874190505117,-0.2662495439255976,-0.22607696941569327,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.41,566,575
1,0.01464699291814959,-0.06254043458693817,-0.5135167343213191,-0.47202717003546446,-0.42142123735530185,-0.42220598658651953,-0.43636053089144344,-0.17915818841843642,-0.9991327542475438,-0.24874871368604648,-0.3055102575219355,-0.3549856706003955,-0.47066889742976514,-0.4981287381152882,-0.3990870028149642,-0.37567094050201966,-0.08434115674200125,-0.2411932929559912,-0.3020874190505117,-0.4125427138356198,-0.2354625402392459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,474,617
2,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.35455552586852923,-0.5733099823848109,-0.5876744340124822,-0.19310382638071552,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4748862203062087,-0.4519590128650311,-0.315422989298358,-0.5274273536009438,-0.3020874190505117,-0.7186675882394427,-0.2354625402392459,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.99,None,497
3,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.2354625402392459,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.13,None,510
4,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.23441969903662893,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.27,None,517
5,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.23233401663139502,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.53,None,522
6,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.22607696941569327,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.71,None,532
7,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.20522014536335406,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.91,None,547
8,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.17393490928484528,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.02,None,550
9,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.1426496732063365,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.02,None,549
10,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.355461523163222,-0.5733099823848109,-0.5876744340124822,-0.19321049565550655,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,-0.4685007104690675,-0.4456016735014468,0.05137357049830496,-0.5274273536009438,-0.3020874190505117,-0.7172405881961098,-0.11136443712782775,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.02,None,548
11,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.41154735172874685,-0.5733099823848109,-0.5876744340124822,-0.19981388386993243,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,0.5466115979576169,-0.4011002979563568,-0.26957341953009817,-0.5274273536009438,-0.3020874190505117,-0.4903886460556353,-0.2354625402392459,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.98,None,549
12,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.41154735172874685,-0.5733099823848109,-0.5876744340124822,-0.19981388386993243,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,0.5466115979576169,-0.4011002979563568,-0.26957341953009817,-0.5274273536009438,-0.3020874190505117,-0.4903886460556353,-0.23441969903662893,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.21,None,560
13,0.26300904674764203,0.32667397215092103,-0.3709911031000697,-0.47202717003546446,-0.41154735172874685,-0.5733099823848109,-0.5876744340124822,-0.19981388386993243,0.6601627402786914,-0.4780715876256385,-0.525436684979579,-0.4353063153192402,-0.47066889742976514,-0.4981287381152882,0.5466115979576169,-0.4011002979563568,-0.26957341953009817,-0.5274273536009438,-0.3020874190505117,-0.4903886460556353,-0.23233401663139502,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.43,None,582
