,Injection Temp (Celsius),Growth Temp (Celsius),Metal_amount (g),Metal_mmol (mmol),Metal_concentration (mmol/g),Chalcogen_amount (g),Chalcogen_mmol (mmol),Chalcogen_concentration (mmol/g),Metal/Se_ratio,CA_amount (g),CA_mmol (mmol),Cd/CA_ratio,Amines_amount (g),Phosphines_amount (g),Phosphines_mmol (mmol),Chalcogen/Ph_ratio,S_I_amount (g),S_II_amount (g),Total_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihtdrate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_0,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,Diameter_nm,Absorbance max (nm),PL max (nm)
151,-0.523809524,-1.142857143,-0.106332139,-0.094578313,-0.06996466,-0.163934426,-0.075471698,-0.110189657,0,0.036563071,0.033057851,0.213333333,0,-0.375135135,-0.434567901,0.685939665,0.749097473,0,0.210637538,-0.237387216,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2.61,528,550
152,-0.523809524,-1.142857143,-0.106332139,-0.094578313,-0.06996466,-0.163934426,-0.075471698,-0.110189657,0,0.036563071,0.033057851,0.213333333,0,-0.375135135,-0.434567901,0.685939665,0.749097473,0,0.210637538,-0.22061253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2.76,540,560
153,-0.523809524,-1.142857143,-0.106332139,-0.094578313,-0.06996466,-0.163934426,-0.075471698,-0.110189657,0,0.036563071,0.033057851,0.213333333,0,-0.375135135,-0.434567901,0.685939665,0.749097473,0,0.210637538,0.254161901,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.66,578,610
154,-0.380952381,-0.714285714,-0.327359618,-0.443975904,-0.468,0.327868852,0.272641509,0.083265306,-0.5788,0.087751371,0.088842975,-0.583888889,0,-0.135135135,-0.435061728,6.797662082,0.740072202,0,0.241575639,-0.228745711,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.5,474,617
155,0.142857143,0,-0.046594982,-0.001807229,0.248,-0.049180328,0,0.02122449,-0.004266667,1.060329068,1.061983471,-0.451666667,3.244755245,0.724324324,0.901234568,-0.370235934,0,0,-0.069781761,-0.237387216,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.85,534,577
156,0.142857143,0,-0.046594982,-0.001807229,0.248,-0.049180328,0,0.02122449,-0.004266667,1.060329068,1.061983471,-0.451666667,3.244755245,0.724324324,0.901234568,-0.370235934,0,0,-0.069781761,-0.228745711,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.12,561,586
157,0.142857143,0,-0.046594982,-0.001807229,0.248,-0.049180328,0,0.02122449,-0.004266667,1.060329068,1.061983471,-0.451666667,3.244755245,0.724324324,0.901234568,-0.370235934,0,0,-0.069781761,-0.203329521,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.46,570,594
158,0.142857143,0,-0.046594982,-0.001807229,0.248,-0.049180328,0,0.02122449,-0.004266667,1.060329068,1.061983471,-0.451666667,3.244755245,0.724324324,0.901234568,-0.370235934,0,0,-0.069781761,-0.152497141,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.79,579,595
159,0.142857143,0,-0.327359618,-0.443975904,-0.4,0.639344262,0.5,0.488979592,-0.6,-0.318829982,-0.318181818,0.570555556,9.622377622,1.183783784,1.466666667,-0.29684039,-0.203971119,0,-0.14741587,-0.253994154,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.98,450,None
160,0.142857143,0,-0.327359618,-0.443975904,-0.4,0.639344262,0.5,0.488979592,-0.6,-0.318829982,-0.318181818,0.570555556,9.622377622,1.183783784,1.466666667,-0.29684039,-0.203971119,0,-0.14741587,-0.25350108,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.09,467,None
