,Unnamed: 0,Growth Temp (Celsius),Metal_mmol (mmol),Chalcogen_mmol (mmol),CA_mmol (mmol),Amines_mmol (mmol),Phosphines_mmol (mmol),S_I_amount (g),S_II_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,Diameter_nm,Absorbance max (nm),PL max (nm)
138,138,0.949417023,-0.47202717,-0.152073804,-0.479136384,1.736694102,-0.351936874,-0.573471639,-0.302087419,-0.215300248,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5.16,615,627
139,139,1.105102786,-0.420215746,-0.495969038,-0.424154778,1.259364086,-0.383299748,-0.465913976,-0.302087419,-0.173934909,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,9.08,624.2,644
140,140,0.79373126,-0.333863372,0.077189686,-0.293935182,4.188518793,-0.257000606,-0.14206824,-0.302087419,-0.234419699,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.76,571,581
141,141,0.79373126,-0.333863372,0.077189686,-0.293935182,4.188518793,-0.257000606,-0.14206824,-0.302087419,-0.215648557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.99,582,592
142,142,-0.763126367,-0.371858416,-0.552826384,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235817106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.97,465,480
143,143,-0.763126367,-0.371858416,-0.552826384,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235128831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.17,495,520
144,144,-0.763126367,-0.371858416,-0.552826384,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.215648557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.84,555,570
145,145,0.560202616,-0.371858416,-0.552826384,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235817106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.57,525,540
146,146,0.560202616,-0.371858416,-0.552826384,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235128831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.25,565,575
147,147,0.560202616,-0.371858416,-0.552826384,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.215648557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.5,608,615
148,148,-0.296069079,-0.371858416,-0.580796529,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235817106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.02,465,480
149,149,-0.296069079,-0.371858416,-0.580796529,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235128831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.32,508,518
150,150,-0.296069079,-0.371858416,-0.580796529,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.215648557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.31,570,580
151,151,-0.296069079,-0.371858416,-0.431775261,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235817106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.61,528,550
152,152,-0.296069079,-0.371858416,-0.431775261,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.235128831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.76,540,560
153,153,-0.296069079,-0.371858416,-0.431775261,-0.282360107,-0.498128738,-0.436701398,0.100020269,-0.302087419,-0.215648557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.66,578,610
154,154,-0.062540435,-0.47202717,-0.262578806,-0.251107404,-0.498128738,-0.436870927,0.094435759,-0.302087419,-0.23546254,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.5,474,617
155,155,0.326673972,-0.345261885,-0.395093103,0.294078634,0.005685872,0.021874681,-0.363494062,-0.302087419,-0.235817106,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.85,534,577
156,156,0.326673972,-0.345261885,-0.395093103,0.294078634,0.005685872,0.021874681,-0.363494062,-0.302087419,-0.23546254,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.12,561,586
157,157,0.326673972,-0.345261885,-0.395093103,0.294078634,0.005685872,0.021874681,-0.363494062,-0.302087419,-0.234419699,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.46,570,594
158,158,0.326673972,-0.345261885,-0.395093103,0.294078634,0.005685872,0.021874681,-0.363494062,-0.302087419,-0.232334017,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.79,579,595
159,159,0.326673972,-0.47202717,-0.152073804,-0.479136384,1.171489445,0.215985443,-0.489703988,-0.302087419,-0.236498499,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.98,450,531.5714286
160,160,0.326673972,-0.47202717,-0.152073804,-0.479136384,1.171489445,0.215985443,-0.489703988,-0.302087419,-0.236478268,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.09,467,531.5714286
161,161,0.326673972,-0.47202717,-0.152073804,-0.479136384,1.171489445,0.215985443,-0.489703988,-0.302087419,-0.236432383,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.34,497,531.5714286
162,162,0.326673972,-0.47202717,-0.152073804,-0.479136384,1.171489445,0.215985443,-0.489703988,-0.302087419,-0.236171672,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.21,557,554.9285714
163,163,0.326673972,-0.47202717,-0.152073804,-0.479136384,1.171489445,0.215985443,-0.489703988,-0.302087419,-0.235306114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.37,594,584.6428571
164,164,0.326673972,-0.47202717,-0.152073804,-0.479136384,1.171489445,0.215985443,-0.489703988,-0.302087419,-0.231541457,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6.04,628,601.5
165,165,-2.475669756,0.149709923,0.535716665,-0.525436685,-0.498128738,0.192251376,-0.402585632,-0.302087419,4.268568614,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.74,422,510
166,166,-2.475669756,0.149709923,0.535716665,1.430751012,-0.498128738,0.192251376,-0.402585632,-0.302087419,4.268568614,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.75,404,451
167,167,-2.475669756,0.149709923,0.535716665,0.979323082,-0.498128738,0.192251376,-0.402585632,-0.302087419,4.268568614,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.79,407,483
168,168,-2.475669756,0.149709923,0.535716665,0.956172932,-0.498128738,0.192251376,-0.402585632,-0.302087419,4.268568614,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.71,418,530
169,169,-2.475669756,0.149709923,0.535716665,-0.525436685,1.856911647,0.192251376,-0.402585632,-0.302087419,4.268568614,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.97,413,584
170,170,-0.140383316,-0.413307556,0.627422061,-0.525436685,-0.498128738,-0.119682075,-0.566837241,-0.302087419,-0.215648557,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,486,488
171,171,-0.140383316,-0.413307556,0.627422061,-0.525436685,-0.498128738,-0.119682075,-0.566837241,-0.302087419,-0.173934909,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,434,508
172,172,-0.140383316,-0.413307556,0.627422061,-0.525436685,-0.498128738,-0.119682075,-0.566837241,-0.302087419,-0.048793965,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,414,523
173,173,-2.864884163,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.234419699,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.44,383,538.7142857
174,174,-2.864884163,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.230248334,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.55,399,532.7142857
175,175,-2.864884163,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.226076969,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.67,412,532.7142857
176,176,-2.864884163,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.173934909,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.67,415,534.1428571
177,177,-2.864884163,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,0.076346979,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.67,418,534.1428571
178,178,-2.787041282,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,0.597767581,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.13,350,534.1428571
179,179,-2.787041282,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,2.203743033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.33,380,534.1428571
180,180,-2.787041282,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,6.56281926,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.33,380,534.1428571
181,181,-2.787041282,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,8.481647072,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.33,380,534.1428571
182,182,-2.319983994,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.215648557,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.44,380,532.7142857
183,183,-2.319983994,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.048793965,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.44,380,534.1428571
184,184,-2.319983994,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,0.211916336,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.67,405,534.1428571
185,185,-2.319983994,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,2.360169213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.78,430,534.1428571
186,186,-1.775083824,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.226076969,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.78,430,532.7142857
187,187,-1.775083824,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,-0.153078085,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.15,475,541.4285714
188,188,-1.775083824,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,0.149345864,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.52,510,556.7142857
189,189,-1.775083824,0.840528914,1.177654436,0.898297556,0.766140896,-0.121377366,-0.681811133,-0.302087419,2.610451102,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.84,545,578.2857143
190,190,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.182951692,0.023569972,-0.464015242,-0.302087419,-0.236401097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.8,581.8,555
191,191,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.216929886,0.023569972,-0.464015242,-0.302087419,-0.236401097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.8,581.8,550
192,192,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.295431232,0.023569972,-0.464015242,-0.302087419,-0.236401097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.7,566.8,540
193,193,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.342297708,0.023569972,-0.464015242,-0.302087419,-0.236401097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.6,566.6,530
194,194,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.182951692,0.023569972,-0.464015242,-0.302087419,-0.23546254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.3,588.4,595
195,195,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.216929886,0.023569972,-0.464015242,-0.302087419,-0.23546254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.1,584.2,585
196,196,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.295431232,0.023569972,-0.464015242,-0.302087419,-0.23546254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,574.8,570
197,197,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.342297708,0.023569972,-0.464015242,-0.302087419,-0.23546254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.9,584.2,560
198,198,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.182951692,0.023569972,-0.464015242,-0.302087419,-0.226076969,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.2,587.4,590
199,199,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.216929886,0.023569972,-0.464015242,-0.302087419,-0.226076969,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.2,587.4,590
200,200,0.79373126,-0.476862903,-0.326314056,-0.465246294,-0.295431232,0.023569972,-0.464015242,-0.302087419,-0.226076969,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.1,577.4,580
201,201,0.79373126,-0.476862903,-0.326314056,-0.465246294,0.01740249,0.023569972,-0.464015242,-0.302087419,-0.236401097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.7,574.8,535
202,202,0.79373126,-0.476862903,-0.326314056,-0.465246294,0.07950057,0.023569972,-0.464015242,-0.302087419,-0.236401097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.1,584.2,575
