,Unnamed: 0,Growth Temp (Celsius),Metal_mmol (mmol),Chalcogen_mmol (mmol),CA_mmol (mmol),Amines_mmol (mmol),Phosphines_mmol (mmol),S_I_amount (g),S_II_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,Diameter_nm,Absorbance max (nm),PL max (nm)
49,49,0.015302447,0.184250872,0.297282636,-0.455986234,-0.459463896,-0.071366296,-0.241193293,-0.302087419,-0.232334017,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.59,525,535.5714286
50,50,0.015302447,0.184250872,0.297282636,-0.455986234,-0.459463896,-0.071366296,-0.241193293,-0.302087419,-0.219819922,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.84,550,540.2857143
51,51,0.015302447,0.184250872,0.297282636,-0.455986234,-0.459463896,-0.071366296,-0.241193293,-0.302087419,-0.169763544,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.91,552,540.2857143
52,52,1.105102786,-0.0402653,-0.156659074,-0.525436685,1.928074117,-0.262086477,0.108955485,-0.302087419,-0.198963098,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.9,520,535
53,53,1.105102786,-0.0402653,-0.156659074,-0.525436685,1.928074117,-0.262086477,0.108955485,-0.302087419,-0.132221261,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.07,548,558
54,54,1.105102786,-0.0402653,-0.156659074,-0.525436685,1.928074117,-0.262086477,0.108955485,-0.302087419,-0.027937141,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.19,570,580
55,55,1.105102786,-0.0402653,-0.156659074,-0.525436685,1.928074117,-0.262086477,0.108955485,-0.302087419,0.076346979,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.3,580,590
56,56,1.105102786,-0.0402653,-0.156659074,-0.525436685,1.928074117,-0.262086477,0.108955485,-0.302087419,0.1806311,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.39,595,600
57,57,1.105102786,-0.0402653,-0.156659074,-0.525436685,1.928074117,-0.262086477,0.108955485,-0.302087419,0.239030207,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.9,630,640
58,58,1.105102786,-0.0402653,-0.156659074,-0.525436685,1.928074117,-0.262086477,0.108955485,-0.302087419,0.28491522,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5.05,640,650
59,59,0.326673972,-0.402945271,-0.473042689,-0.525436685,1.691950783,0.463497855,-0.402585632,-0.302087419,-0.236157072,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.92,460,470
60,60,0.326673972,-0.402945271,-0.473042689,-0.525436685,1.691950783,0.463497855,-0.402585632,-0.302087419,-0.226076969,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.87,540,550
61,61,0.326673972,-0.402945271,-0.473042689,-0.525436685,1.691950783,0.463497855,-0.402585632,-0.302087419,-0.205220145,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.02,550,565
62,62,0.326673972,-0.402945271,-0.473042689,-0.525436685,1.691950783,0.463497855,-0.402585632,-0.302087419,-0.173934909,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.15,555,570
63,63,0.326673972,-0.402945271,-0.473042689,-0.525436685,1.691950783,0.463497855,-0.402585632,-0.302087419,-0.111364437,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.38,565,575
64,64,0.326673972,-0.402945271,-0.473042689,-0.525436685,1.691950783,0.463497855,-0.402585632,-0.302087419,0.138917452,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.57,580,580
65,65,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.236442811,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.3,410,435
66,66,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.236338527,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.7,435,455
67,67,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.236150815,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.1,470,480
68,68,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.235817106,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.5,490,515
69,69,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.23546254,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.8,508,525
70,70,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.235107974,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.9,512,528
71,71,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.234774265,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.1,520,530
72,72,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.234419699,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.3,523,535
73,73,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.230248334,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.8,535,550
74,74,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.226076969,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.2,560,570
75,75,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.215648557,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.6,575,580
76,76,0.79373126,-0.230240523,-0.427189991,-0.300880227,-0.498128738,-0.451959013,0.199424547,-0.302087419,-0.153078085,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.7,587,595
77,77,-0.918812129,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.230248334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.1208,475,507
78,78,-0.918812129,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.221905605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.25,490,542
79,79,-0.918812129,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.203134463,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.299,495,525
80,80,-0.918812129,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.186449004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.4065,505,530
81,81,-0.918812129,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.161420815,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.4527,510,535
82,82,-0.918812129,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.132221261,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.4664,512,540
83,83,-1.385869417,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.230248334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.9138,445,490
84,84,-1.385869417,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.221905605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0272,460,500
85,85,-1.385869417,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.203134463,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.1516,477,505
86,86,-1.385869417,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.186449004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.2015,480,513
87,87,-1.385869417,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.161420815,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.2939,495,521
88,88,-1.385869417,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.132221261,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.3523,503,525
89,89,-1.852926706,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.221905605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.7075,448,485
90,90,-1.852926706,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.203134463,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.9458,455,490
91,91,-1.852926706,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.186449004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0144,460,495
92,92,-1.852926706,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.161420815,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0673,465,497
93,93,-1.852926706,-0.313138802,-0.528065927,-0.158506803,-0.498128738,-0.414662622,0.154748467,-0.302087419,-0.132221261,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0995,470,500
94,94,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.18664605,0.278724589,1.052413267,-0.236150815,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2.4731,491,504
95,95,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.18664605,0.278724589,1.052413267,-0.23546254,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2.9895,537,547
96,96,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.18664605,0.278724589,1.052413267,-0.234419699,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.3729,553,563
97,97,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.18664605,0.278724589,1.052413267,-0.230248334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.6857,565,575
98,98,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.18664605,0.278724589,1.052413267,-0.226076969,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.8215,568,578
99,99,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.18664605,0.278724589,1.052413267,-0.215648557,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.8785,570,583
100,100,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.18664605,0.278724589,1.052413267,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4.0901,575,586
101,101,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.340154199,1.052413267,-0.236150815,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.34,472,498
102,102,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.340154199,1.052413267,-0.23546254,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.7943,519,537
103,103,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.340154199,1.052413267,-0.234419699,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.9968,532,547
104,104,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.340154199,1.052413267,-0.226076969,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.161,542,555
105,105,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.340154199,1.052413267,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.125,550,566
106,106,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.450263722,0.339595748,1.052413267,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.25,560,561.5714286
107,107,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.448568432,0.339316523,1.052413267,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.625,573,572.7142857
108,108,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.447296964,0.339037297,1.052413267,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.8,580,574.7142857
109,109,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.44178727,0.325076022,1.052413267,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5.25,611,576.7857143
110,110,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.87626716,-0.302087419,-0.236150815,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.5094,501,511
111,111,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.87626716,-0.302087419,-0.23546254,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.9639,532,542
112,112,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.87626716,-0.302087419,-0.234419699,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.2593,542,558
113,113,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.87626716,-0.302087419,-0.230248334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.6297,555,573
114,114,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.87626716,-0.302087419,-0.226076969,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.7911,558,578
115,115,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.87626716,-0.302087419,-0.215648557,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.9063,560,581
116,116,0.015302447,-0.344225657,-0.395093103,0.084569774,-0.498128738,-0.451959013,0.87626716,-0.302087419,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.0278,563,584
117,117,1.572160074,-0.161158624,0.306453175,-0.293935182,1.442833546,2.103691411,-0.346740532,-0.302087419,-0.236234243,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.7,409,440
118,118,0.015302447,0.864707579,0.306453175,2.342866932,-0.498128738,-0.287515835,4.271649247,-0.302087419,-0.235128831,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.3,497,534.1428571
119,119,0.015302447,0.864707579,0.306453175,2.342866932,-0.498128738,-0.287515835,4.271649247,-0.302087419,-0.194791733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.7,528,550.1428571
120,120,0.015302447,0.864707579,0.306453175,2.342866932,-0.498128738,-0.287515835,4.271649247,-0.302087419,-0.173934909,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.9,543,559.5714286
121,121,0.015302447,0.864707579,0.306453175,2.342866932,-0.498128738,-0.287515835,4.271649247,-0.302087419,-0.153078085,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.5,568,575.8571429
122,122,0.015302447,0.864707579,0.306453175,2.342866932,-0.498128738,-0.287515835,4.271649247,-0.302087419,-0.132221261,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.5,608,580.5714286
123,123,0.949417023,-0.47202717,-0.564152,0.011646801,-0.498128738,-0.223094796,-0.128386191,-0.302087419,-0.23633227,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.28,508,523
124,124,0.949417023,-0.47202717,-0.564152,0.011646801,-0.498128738,-0.223094796,-0.128386191,-0.302087419,-0.236159158,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.72,520.8,563
125,125,0.949417023,-0.47202717,-0.564152,0.011646801,-0.498128738,-0.223094796,-0.128386191,-0.302087419,-0.235983961,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.85,539.4,577
126,126,0.949417023,-0.47202717,-0.564152,0.011646801,-0.498128738,-0.223094796,-0.128386191,-0.302087419,-0.234419699,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.28,585,604
127,127,0.949417023,-0.47202717,-0.564152,0.011646801,-0.498128738,-0.223094796,-0.128386191,-0.302087419,-0.230248334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.33,583,610
128,128,0.949417023,-0.47202717,-0.564152,0.011646801,-0.498128738,-0.223094796,-0.128386191,-0.302087419,-0.219819922,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.62,586.4,625
129,129,0.015302447,0.864707579,-0.01451571,1.74327804,-0.498128738,-0.337526904,4.980882019,-0.302087419,-0.233376858,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.5,524,544
130,130,0.326673972,0.864707579,-0.01451571,1.74327804,-0.498128738,-0.337526904,4.980882019,-0.302087419,-0.233376858,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,555,577
131,131,0.638045498,0.864707579,-0.01451571,1.74327804,-0.498128738,-0.337526904,4.980882019,-0.302087419,-0.233376858,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,592,610
132,132,0.949417023,0.864707579,-0.01451571,1.74327804,-0.498128738,-0.337526904,4.980882019,-0.302087419,-0.233376858,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.5,603,625
133,133,0.949417023,-0.47202717,-0.152073804,-0.479136384,1.736694102,-0.351936874,-0.573471639,-0.302087419,-0.23633227,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.28,495,509
134,134,0.949417023,-0.47202717,-0.152073804,-0.479136384,1.736694102,-0.351936874,-0.573471639,-0.302087419,-0.235706565,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.02,551,563
135,135,0.949417023,-0.47202717,-0.152073804,-0.479136384,1.736694102,-0.351936874,-0.573471639,-0.302087419,-0.23494112,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.66,579,591
136,136,0.949417023,-0.47202717,-0.152073804,-0.479136384,1.736694102,-0.351936874,-0.573471639,-0.302087419,-0.231291175,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.86,607,617
137,137,0.949417023,-0.47202717,-0.152073804,-0.479136384,1.736694102,-0.351936874,-0.573471639,-0.302087419,-0.223642978,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5.11,611,623
